paper_id,title,pmid,doi,matched_pis,matched_centers,collection_route,year,paper_status,abstract_length,dataset_scan_status,resource_scan_status
pmid-32888050,"2020 taxonomic update for phylum Negarnaviricota (Riboviria: Orthornavirae), including the large orders Bunyavirales and Mononegavirales.",32888050,10.1007/s00705-020-04731-2,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,497,pending,pending
pmid-32877643,Molecular Connectivity of Mitochondrial Gene Expression and OXPHOS Biogenesis.,32877643,10.1016/j.molcel.2020.07.024,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,1127,pending,pending
pmid-32876697,Effect of Hydrocortisone on Mortality and Organ Support in Patients With Severe COVID-19: The REMAP-CAP COVID-19 Corticosteroid Domain Randomized Clinical Trial.,32876697,10.1001/jama.2020.17022,Ryan McNamara,CViSB,pi_author_backlog,2020,metadata_ingested,3615,pending,pending
pmid-32859633,Fusion of the Lumican (LUM) Gene With the Ubiquitin Specific Peptidase 6 (USP6) Gene in an Aneurysmal Bone Cyst Carrying a t(12;17)(q21;p13) Chromosome Translocation.,32859633,10.21873/cgp.20211,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,1071,pending,pending
pmid-32859628,Recurrent Fusion of the GRB2 Associated Binding Protein 1 (GAB1) Gene With ABL Proto-oncogene 1 (ABL1) in Benign Pediatric Soft Tissue Tumors.,32859628,10.21873/cgp.20206,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,1018,pending,pending
pmid-32848210,"HPV E2, E4, E5 drive alternative carcinogenic pathways in HPV positive cancers.",32848210,10.1038/s41388-020-01431-8,Trey Ideker,HPMI,pi_author_backlog,2020,metadata_ingested,855,pending,pending
pmid-32843959,Suicidal and non-suicidal self-injurious behaviour in patients with bipolar disorder and comorbid attention deficit hyperactivity disorder after initiation of central stimulant treatment: a mirror-image study based on the LiSIE retrospective cohort.,32843959,10.1177/2045125320947502,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,1737,pending,pending
pmid-32841463,Stakeholders' perspectives on models of care in the emergency department and the introduction of health and social care professional teams: A qualitative analysis using World Cafés and interviews.,32841463,10.1111/hex.13033,Ryan McNamara,CViSB,pi_author_backlog,2020,metadata_ingested,1809,pending,pending
pmid-32839770,SARS-CoV-2 ORF9c Is a Membrane-Associated Protein that Suppresses Antiviral Responses in Cells.,32839770,10.1101/2020.08.18.256776,Nevan Krogan,HPMI,pi_author_backlog,2020,metadata_ingested,1101,pending,pending
pmid-32839537,Influenza virus repurposes the antiviral protein IFIT2 to promote translation of viral mRNAs.,32839537,10.1038/s41564-020-0778-x,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,1420,pending,pending
pmid-32822834,Migratory serpiginous corneal epitheliopathy (MSCE)- details of 4 cases.,32822834,10.1016/j.jtos.2020.08.002,Sumit Chanda,SYBIL,pi_author_backlog,2020,metadata_ingested,1216,pending,pending
pmid-32822681,A novel SUMOylation site in the influenza a virus NS1 protein identified with a highly sensitive FRET assay.,32822681,10.1016/j.jbiotec.2020.08.009,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,993,pending,pending
pmid-32818741,The influence of macro-textural designs over implant surface on bone on-growth: A computational mechanobiology based study.,32818741,10.1016/j.compbiomed.2020.103937,Sumit Chanda,SYBIL,pi_author_backlog,2020,metadata_ingested,1257,pending,pending
pmid-32818433,Next-Generation Surrogate Wnts Support Organoid Growth and Deconvolute Frizzled Pleiotropy In Vivo.,32818433,10.1016/j.stem.2020.07.020,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,1013,pending,pending
pmid-32817938,An ultra-potent synthetic nanobody neutralizes SARS-CoV-2 by locking Spike into an inactive conformation.,32817938,10.1101/2020.08.08.238469,Adolfo Garcia-Sastre;Melanie Ott,SYBIL;HPMI,pi_author_backlog,2020,metadata_ingested,1603,pending,pending
pmid-32816429,Paediatric Head Injury and Traumatic Brain Injury.,32816429,,Ryan McNamara,CViSB,pi_author_backlog,2020,metadata_ingested,1097,pending,pending
pmid-32807807,Deployable CRISPR-Cas13a diagnostic tools to detect and report Ebola and Lassa virus cases in real-time.,32807807,10.1038/s41467-020-17994-9,Donald S Grant,CViSB,pi_author_backlog,2020,metadata_ingested,962,pending,pending
pmid-32803512,"Evaluation of Terpene-Volatile Compounds Repellent to the Coffee Berry Borer, Hypothenemus hampei (Ferrari) (Coleoptera: Curculionidae).",32803512,10.1007/s10886-020-01202-5,Rafael Medina,SYBIL,pi_author_backlog,2020,metadata_ingested,1598,pending,pending
pmid-32778820,Structural basis for STAT2 suppression by flavivirus NS5.,32778820,10.1038/s41594-020-0472-y,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,1101,pending,pending
pmid-32766572,A Newcastle disease virus (NDV) expressing membrane-anchored spike as a cost-effective inactivated SARS-CoV-2 vaccine.,32766572,10.1101/2020.07.30.229120,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,930,pending,pending
pmid-32759917,"Increase in Antiretroviral Therapy Enrollment Among Persons with HIV Infection During the Lusaka HIV Treatment Surge - Lusaka Province, Zambia, January 2018-June 2019.",32759917,10.15585/mmwr.mm6931a4,Sumit Chanda,SYBIL,pi_author_backlog,2020,metadata_ingested,1526,pending,pending
pmid-32753407,High-throughput investigation of molecular and cellular biomarkers in NMOSD.,32753407,10.1212/NXI.0000000000000852,Michael Yeaman,UCLA-Persistent-BSI,pi_author_backlog,2020,metadata_ingested,1667,pending,pending
pmid-32744212,Widowhood and mortality: a Danish nationwide register-based cohort study.,32744212,10.1017/S2045796020000591,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,1585,pending,pending
pmid-32743571,Newcastle disease virus (NDV) expressing the spike protein of SARS-CoV-2 as vaccine candidate.,32743571,10.1101/2020.07.26.221861,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,2661,pending,pending
pmid-32732306,Genome-Wide Dynamic Evaluation of the UV-Induced DNA Damage Response.,32732306,10.1534/g3.120.401417,Trey Ideker,HPMI,pi_author_backlog,2020,metadata_ingested,1119,pending,pending
pmid-32730479,[Humoral immune response induced by influenza vaccine in children with acute lymphoblastic leukemia].,32730479,10.4067/s0716-10182020000200138,Rafael Medina,SYBIL,pi_author_backlog,2020,metadata_ingested,1304,pending,pending
pmid-32722715,"Estimation of SARS-CoV-2 mortality during the early stages of an epidemic: A modeling study in Hubei, China, and six regions in Europe.",32722715,10.1371/journal.pmed.1003189,Alan Hauser,SCRIPT,pi_author_backlog,2020,metadata_ingested,3021,pending,pending
pmid-32721947,Profiling of patients with glioma reveals the dominant immunosuppressive axis is refractory to immune function restoration.,32721947,10.1172/jci.insight.134386,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,1508,pending,pending
pmid-32719439,microRNA-93-5p promotes hepatocellular carcinoma progression via a microRNA-93-5p/MAP3K2/c-Jun positive feedback circuit.,32719439,10.1038/s41388-020-01401-0,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,1804,pending,pending
pmid-32713613,"Corrigendum to ""CXCR7: A key neuroprotective molecule against alarmin HMGB1 mediated CNS pathophysiology and subsequent memory impairment"" [Brain Behav. Immun. 82 (2019) 319-337].",32713613,10.1016/j.bbi.2020.07.020,Sumit Chanda,SYBIL,pi_author_backlog,2020,metadata_ingested,0,pending,pending
pmid-32707573,Discovery of SARS-CoV-2 antiviral drugs through large-scale compound repurposing.,32707573,10.1038/s41586-020-2577-1,Adolfo Garcia-Sastre;Michael Schotsaert,SYBIL,pi_author_backlog,2020,metadata_ingested,1602,pending,pending
pmid-32702719,"COVID-19: Famotidine, Histamine, Mast Cells, and Mechanisms.",32702719,10.21203/rs.3.rs-30934/v3,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,697,pending,pending
pmid-32692317,Residual endotoxin induces primary graft dysfunction through ischemia/reperfusion-primed alveolar macrophages.,32692317,10.1172/JCI135838,Alan Hauser,SCRIPT,pi_author_backlog,2020,metadata_ingested,1498,pending,pending
pmid-32680503,Implementing a community model of early pregnancy care.,32680503,10.1186/s12913-020-05524-8,Ryan McNamara,CViSB,pi_author_backlog,2020,metadata_ingested,1768,pending,pending
pmid-32676603,Comparison of Transgenic and Adenovirus hACE2 Mouse Models for SARS-CoV-2 Infection.,32676603,10.1101/2020.07.06.190066,Adolfo Garcia-Sastre;Michael Schotsaert,SYBIL,pi_author_backlog,2020,metadata_ingested,1408,pending,pending
pmid-32670177,Epidemiology of Neuromyelitis Optica Spectrum Disorder and Its Prevalence and Incidence Worldwide.,32670177,10.3389/fneur.2020.00501,Michael Yeaman,UCLA-Persistent-BSI,pi_author_backlog,2020,metadata_ingested,2575,pending,pending
pmid-32663348,Current Status of COVID-19 (Pre)Clinical Vaccine Development.,32663348,10.1002/anie.202008319,Adolfo Garcia-Sastre;Michael Schotsaert,SYBIL,pi_author_backlog,2020,metadata_ingested,729,pending,pending
pmid-32651541,MDM2 inhibition: an important step forward in cancer therapy.,32651541,10.1038/s41375-020-0949-z,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,1427,pending,pending
pmid-32635475,STAT2 Limits Host Species Specificity of Human Metapneumovirus.,32635475,10.3390/v12070724,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,1229,pending,pending
pmid-32619550,Quantitative Translation of Dog-to-Human Aging by Conserved Remodeling of the DNA Methylome.,32619550,10.1016/j.cels.2020.06.006,Trey Ideker,HPMI,pi_author_backlog,2020,metadata_ingested,1079,pending,pending
pmid-32617370,"A Recent Human Immunodeficiency Virus Outbreak Among People Who Inject Drugs in Munich, Germany, Is Associated With Consumption of Synthetic Cathinones.",32617370,10.1093/ofid/ofaa192,Alan Hauser,SCRIPT,pi_author_backlog,2020,metadata_ingested,1493,pending,pending
pmid-32606243,Turning up the heat on HIV-1.,32606243,10.1073/pnas.2010212117,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,0,pending,pending
pmid-32605912,Radiation with STAT3 Blockade Triggers Dendritic Cell-T cell Interactions in the Glioma Microenvironment and Therapeutic Efficacy.,32605912,10.1158/1078-0432.CCR-19-4092,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,1784,pending,pending
pmid-32604762,Live Visualization of Hemagglutinin Dynamics During Infection by Using a Novel Reporter Influenza A Virus.,32604762,10.3390/v12060687,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,1215,pending,pending
pmid-32592816,Coronavirus disease 2019 (COVID-19) hospitalized patients with acute kidney injury treated with acute peritoneal dialysis do not have infectious peritoneal dialysis effluent.,32592816,10.1016/j.kint.2020.06.012,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,0,pending,pending
pmid-32592471,The First Draft Genome Assembly of Snow Sheep (Ovis nivicola).,32592471,10.1093/gbe/evaa124,Alan Hauser,SCRIPT,pi_author_backlog,2020,metadata_ingested,1386,pending,pending
pmid-32587977,Identifying persistent structures in multiscale 'omics data.,32587977,10.1101/2020.06.16.151555,Trey Ideker,HPMI,pi_author_backlog,2020,metadata_ingested,707,pending,pending
pmid-32585083,An In Vitro Microneutralization Assay for SARS-CoV-2 Serology and Drug Screening.,32585083,10.1002/cpmc.108,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,790,pending,pending
pmid-32582220,"Non-sterilizing, Infection-Permissive Vaccination With Inactivated Influenza Virus Vaccine Reshapes Subsequent Virus Infection-Induced Protective Heterosubtypic Immunity From Cellular to Humoral Cross-Reactive Immune Responses.",32582220,10.3389/fimmu.2020.01166,Adolfo Garcia-Sastre;Michael Schotsaert,SYBIL,pi_author_backlog,2020,metadata_ingested,1818,pending,pending
pmid-32576583,Fusion of the COL4A5 Gene With NR2F2-AS1 in a Hemangioma Carrying a t(X;15)(q22;q26) Chromosomal Translocation.,32576583,10.21873/cgp.20197,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,1081,pending,pending
pmid-32559462,Hybrid Gene Origination Creates Human-Virus Chimeric Proteins during Infection.,32559462,10.1016/j.cell.2020.05.035,Adolfo Garcia-Sastre;Nevan Krogan,SYBIL;HPMI,pi_author_backlog,2020,metadata_ingested,1047,pending,pending
pmid-32554515,Anti-PD-1 Induces M1 Polarization in the Glioma Microenvironment and Exerts Therapeutic Efficacy in the Absence of CD8 Cytotoxic T Cells.,32554515,10.1158/1078-0432.CCR-19-4110,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,1713,pending,pending
pmid-32547508,Fungal Mitogenomes: Relevant Features to Planning Plant Disease Management.,32547508,10.3389/fmicb.2020.00978,Rafael Medina,SYBIL,pi_author_backlog,2020,metadata_ingested,1175,pending,pending
pmid-32547241,"Increasing Incidence and Prevalence of Acquired Hemolytic Anemias in Denmark, 1980-2016.",32547241,10.2147/CLEP.S250250,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,1655,pending,pending
pmid-32547240,"Prevalence of Congenital Hemolytic Disorders in Denmark, 2000-2016.",32547240,10.2147/CLEP.S250251,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,1683,pending,pending
pmid-32546784,Author Correction: Microbiome disturbance and resilience dynamics of the upper respiratory tract during influenza A virus infection.,32546784,10.1038/s41467-020-17020-y,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,101,pending,pending
pmid-32546721,A cross-reactive mouse monoclonal antibody against rhinovirus mediates phagocytosis in vitro.,32546721,10.1038/s41598-020-66600-x,Michael Schotsaert,SYBIL,pi_author_backlog,2020,metadata_ingested,1637,pending,pending
pmid-32541947,FOXO1 promotes HIV latency by suppressing ER stress in T cells.,32541947,10.1038/s41564-020-0742-9,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,1170,pending,pending
pmid-32526202,Enhancer Reprogramming within Pre-existing Topologically Associated Domains Promotes TGF-β-Induced EMT and Cancer Metastasis.,32526202,10.1016/j.ymthe.2020.05.026,Andrej Sali,HPMI,pi_author_backlog,2020,metadata_ingested,1268,pending,pending
pmid-32522852,A Genome-Wide CRISPR-Cas9 Screen Reveals the Requirement of Host Cell Sulfation for Schmallenberg Virus Infection.,32522852,10.1128/JVI.00752-20,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,2096,pending,pending
pmid-32516884,Newcastle Disease Virus (NDV) Oncolytic Activity in Human Glioma Tumors Is Dependent on CDKN2A-Type I IFN Gene Cluster Codeletion.,32516884,10.3390/cells9061405,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,1048,pending,pending
pmid-32513037,Subjective health-related quality of life in community-dwelling middle-aged and older adults with early-onset schizophrenia.,32513037,10.1080/08039488.2020.1769186,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,1771,pending,pending
pmid-32511566,"Early Safety Indicators of COVID-19 Convalescent Plasma in 5,000 Patients.",32511566,10.1101/2020.05.12.20099879,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,1459,pending,pending
pmid-32511541,Determinants of Severity in Cancer Patients with COVID-19 Illness.,32511541,10.1101/2020.05.04.20086322,Michael Glickman,HPMI,pi_author_backlog,2020,metadata_ingested,1321,pending,pending
pmid-32511441,A serological assay to detect SARS-CoV-2 seroconversion in humans.,32511441,10.1101/2020.03.17.20037713,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,1610,pending,pending
pmid-32511357,A Large-scale Drug Repositioning Survey for SARS-CoV-2 Antivirals.,32511357,10.1101/2020.04.16.044016,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,1482,pending,pending
pmid-32497171,Cross-linking of bovine rhodopsin with sulfosuccinimidyl 4-(N maleimidomethyl)cyclohexane-1-carboxylate affects its functionality.,32497171,10.1042/BCJ20200376,Rafael Medina,SYBIL,pi_author_backlog,2020,metadata_ingested,1978,pending,pending
pmid-32478580,The gallbladder and vermiform appendix influence the assemblage of intestinal microorganisms.,32478580,10.2217/fmb-2019-0325,Andrej Sali,HPMI,pi_author_backlog,2020,metadata_ingested,931,pending,pending
pmid-32477488,The effects of knee arthroplasty on plasma vitamin C concentrations and cognitive function: a case study.,32477488,10.1093/jscr/rjaa111,Andrej Sali,HPMI,pi_author_backlog,2020,metadata_ingested,977,pending,pending
pmid-32471856,Introductions and early spread of SARS-CoV-2 in the New York City area.,32471856,10.1126/science.abc1917,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,736,pending,pending
pmid-32439901,Microbiome disturbance and resilience dynamics of the upper respiratory tract during influenza A virus infection.,32439901,10.1038/s41467-020-16429-9,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,1124,pending,pending
pmid-32437780,Exploration of strategies to reduce aerosol-spread during chest compressions: A simulation and cadaver model.,32437780,10.1016/j.resuscitation.2020.05.012,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,1238,pending,pending
pmid-32436943,Ebola-Specific CD8+ and CD4+ T-Cell Responses in Sierra Leonean Ebola Virus Survivors With or Without Post-Ebola Sequelae.,32436943,10.1093/infdis/jiaa268,Donald S Grant,CViSB,pi_author_backlog,2020,metadata_ingested,1442,pending,pending
pmid-32428749,Impacts of changing society and climate on nutrient loading to the Baltic Sea.,32428749,10.1016/j.scitotenv.2020.138935,Danielle Swaney,HPMI,pi_author_backlog,2020,metadata_ingested,1157,pending,pending
pmid-32424122,"Venturicidin A, A Membrane-active Natural Product Inhibitor of ATP synthase Potentiates Aminoglycoside Antibiotics.",32424122,10.1038/s41598-020-64756-0,Rafael Medina,SYBIL,pi_author_backlog,2020,metadata_ingested,1475,pending,pending
pmid-32421119,Oral administration of Lactobacillus fermentum CRL1446 improves biomarkers of metabolic syndrome in mice fed a high-fat diet supplemented with wheat bran.,32421119,10.1039/d0fo00730g,Rafael Medina,SYBIL,pi_author_backlog,2020,metadata_ingested,1774,pending,pending
pmid-32418788,"Sensorineural hearing loss (SNHL) as an adverse event following immunization (AEFI): Case definition & guidelines for data collection, analysis, and presentation of immunization safety data.",32418788,10.1016/j.vaccine.2020.05.019,Robert Garry,CViSB,pi_author_backlog,2020,metadata_ingested,677,pending,pending
pmid-32415096,mRNA display with library of even-distribution reveals cellular interactors of influenza virus NS1.,32415096,10.1038/s41467-020-16140-9,Sumit Chanda,SYBIL,pi_author_backlog,2020,metadata_ingested,1030,pending,pending
pmid-32403976,Effects of Routine Position Changes and Tracheal Suctioning on Intracranial Pressure in Traumatic Brain Injury Patients.,32403976,10.1089/neu.2019.6873,Ryan McNamara,CViSB,pi_author_backlog,2020,metadata_ingested,1565,pending,pending
pmid-32401151,A combinatorial view of old and new RNA polymerase II modifications.,32401151,10.1080/21541264.2020.1762468,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,757,pending,pending
pmid-32401083,Trends in Mental Health Presentations to a Paediatric Emergency Department.,32401083,,Ryan McNamara,CViSB,pi_author_backlog,2020,metadata_ingested,1028,pending,pending
pmid-32398876,A serological assay to detect SARS-CoV-2 seroconversion in humans.,32398876,10.1038/s41591-020-0913-5,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,520,pending,pending
pmid-32391268,New Screening Test Improves Detection of Prostate Cancer Using Circulating Tumor Cells and Prostate-Specific Markers.,32391268,10.3389/fonc.2020.00582,Andrej Sali,HPMI,pi_author_backlog,2020,metadata_ingested,2061,pending,pending
pmid-32388222,Determination of phytochemical profile and antioxidant efficacy of Lavendula bipinnata leaves collected during Magha Nakshatra days and Normal days using LC-QTOF-MS technique.,32388222,10.1016/j.jpba.2020.113347,Sumit Chanda,SYBIL,pi_author_backlog,2020,metadata_ingested,1433,pending,pending
pmid-32386955,Equal opportunity offer for all hepatocytes.,32386955,10.1016/j.jhep.2020.03.038,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,0,pending,pending
pmid-32362422,EphrinB2 expression in prostate adenocarcinoma: Implications for targeted therapy.,32362422,10.1016/j.prp.2020.152967,Andrej Sali,HPMI,pi_author_backlog,2020,metadata_ingested,1394,pending,pending
pmid-32345665,NDRG1-PLAG1 and TRPS1-PLAG1 Fusion Genes in Chondroid Syringoma.,32345665,10.21873/cgp.20184,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,998,pending,pending
pmid-32337476,Gender Differences in Plasma Vitamin C Concentrations and Cognitive Function: A Pilot Cross-Sectional Study in Healthy Adults.,32337476,10.1093/cdn/nzaa038,Andrej Sali,HPMI,pi_author_backlog,2020,metadata_ingested,2265,pending,pending
pmid-32333768,The Stringent Response Contributes to Persistent Methicillin-Resistant Staphylococcus aureus Endovascular Infection Through the Purine Biosynthetic Pathway.,32333768,10.1093/infdis/jiaa202,Michael Yeaman,UCLA-Persistent-BSI,pi_author_backlog,2020,metadata_ingested,1218,pending,pending
pmid-32325117,Host immune response-inspired development of the influenza vaccine.,32325117,10.1016/j.anai.2020.04.008,Adolfo Garcia-Sastre;Michael Schotsaert,SYBIL,pi_author_backlog,2020,metadata_ingested,1578,pending,pending
pmid-32324925,Patients with breakthrough tick-borne encephalitis suffer a more severe clinical course and display extensive magnetic resonance imaging changes.,32324925,10.1111/ene.14276,Alan Hauser,SCRIPT,pi_author_backlog,2020,metadata_ingested,1765,pending,pending
pmid-32299836,A genetic interaction map centered on cohesin reveals auxiliary factors involved in sister chromatid cohesion in S. cerevisiae.,32299836,10.1242/jcs.237628,Trey Ideker,HPMI,pi_author_backlog,2020,metadata_ingested,1406,pending,pending
pmid-32291743,Distributed Temperature Sensing to Measure Infiltration Rates Across a Groundwater Recharge Basin.,32291743,10.1111/gwat.13007,Rafael Medina,SYBIL,pi_author_backlog,2020,metadata_ingested,1714,pending,pending
pmid-32287326,Characterizing Emerging Canine H3 Influenza Viruses.,32287326,10.1371/journal.ppat.1008409,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,1278,pending,pending
pmid-32285794,Variations in open and laparoscopic repair of paediatric inguinal hernia.,32285794,,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,1702,pending,pending
pmid-32284012,"Abortion knowledge, attitudes and experiences among adolescent girls: a review of the literature.",32284012,10.1080/26410397.2020.1744225,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,1632,pending,pending
pmid-32269122,Identification of Common CD8(+) T Cell Epitopes from Lassa Fever Survivors in Nigeria and Sierra Leone.,32269122,10.1128/JVI.00153-20,Donald S Grant,CViSB,pi_author_backlog,2020,metadata_ingested,1954,pending,pending
pmid-32268088,Passenger Mutations Confound Phenotypes of SARM1-Deficient Mice.,32268088,10.1016/j.celrep.2020.03.062,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,988,pending,pending
pmid-32267853,Pathological mechanism and antisense oligonucleotide-mediated rescue of a non-coding variant suppressing factor 9 RNA biogenesis leading to hemophilia B.,32267853,10.1371/journal.pgen.1008690,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,1227,pending,pending
pmid-32240278,Chemical intervention of influenza virus mRNA nuclear export.,32240278,10.1371/journal.ppat.1008407,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,1947,pending,pending
pmid-32239688,Integrative structure and function of the yeast exocyst complex.,32239688,10.1002/pro.3863,Andrej Sali,HPMI,pi_author_backlog,2020,metadata_ingested,1603,pending,pending
pmid-32236508,Twenty Years Socioeconomic Trajectories in Older Adults with Varying Alcohol Use: A Register-Based Cohort Study.,32236508,10.1093/alcalc/agaa019,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,1507,pending,pending
pmid-32232836,Thousands of missing variants in the UK Biobank are recoverable by genome realignment.,32232836,10.1111/ahg.12383,Trey Ideker,HPMI,pi_author_backlog,2020,metadata_ingested,713,pending,pending
pmid-32231311,Pro-neuronal activity of Myod1 due to promiscuous binding to neuronal genes.,32231311,10.1038/s41556-020-0490-3,Sumit Chanda,SYBIL,pi_author_backlog,2020,metadata_ingested,1193,pending,pending
pmid-32201377,Emergency palliative care.,32201377,10.1136/emermed-2020-209464,Ryan McNamara,CViSB,pi_author_backlog,2020,metadata_ingested,0,pending,pending
pmid-32179557,Prevalent and Diverse Intratumoral Oncoprotein-Specific CD8(+) T Cells within Polyomavirus-Driven Merkel Cell Carcinomas.,32179557,10.1158/2326-6066.CIR-19-0647,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,1598,pending,pending
pmid-32179483,Diagnostic procedures in suspected attacks in patients with neuromyelitis optica spectrum disorders: Results of an international survey.,32179483,10.1016/j.msard.2020.102027,Michael Yeaman,UCLA-Persistent-BSI,pi_author_backlog,2020,metadata_ingested,2733,pending,pending
pmid-32174725,"New host and new geographical record of the ciliate parasites of ornamental fish, Botia rostrata from Arunachal Pradesh for the first time in India.",32174725,10.1007/s12639-019-01182-8,Sumit Chanda,SYBIL,pi_author_backlog,2020,metadata_ingested,989,pending,pending
pmid-32170216,Gut microbiota manipulation during the prepubertal period shapes behavioral abnormalities in a mouse neurodevelopmental disorder model.,32170216,10.1038/s41598-020-61635-6,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,1704,pending,pending
pmid-32153560,Monoclonal IgM Antibodies Targeting Candida albicans Hyr1 Provide Cross-Kingdom Protection Against Gram-Negative Bacteria.,32153560,10.3389/fimmu.2020.00076,Michael Yeaman,UCLA-Persistent-BSI,pi_author_backlog,2020,metadata_ingested,1173,pending,pending
pmid-32151878,Herbal formula improves upper and lower gastrointestinal symptoms and gut health in Australian adults with digestive disorders.,32151878,10.1016/j.nutres.2020.02.008,Andrej Sali,HPMI,pi_author_backlog,2020,metadata_ingested,2316,pending,pending
pmid-32142546,High crossreactivity of human T cell responses between Lassa virus lineages.,32142546,10.1371/journal.ppat.1008352,Donald S Grant,CViSB,pi_author_backlog,2020,metadata_ingested,1489,pending,pending
pmid-32140330,"Correlation Between Ankle Brachial Index and Lower Limbs Digital Pulse Oximetry: A Referral Center Experience, Prevalence Study.",32140330,10.7759/cureus.6762,Rafael Medina,SYBIL,pi_author_backlog,2020,metadata_ingested,1660,pending,pending
pmid-32132020,An Unbalanced Chromosome Translocation Between 7p22 and 12q13 Leads to ACTB-GLI1 Fusion in Pericytoma.,32132020,10.21873/anticanres.14065,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,1016,pending,pending
pmid-32125535,Varying Inoculum Dose to Assess the Roles of the Immune Response and Target Cell Depletion by the Pathogen in Control of Acute Viral Infections.,32125535,10.1007/s11538-020-00711-4,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2020,metadata_ingested,1407,pending,pending
pmid-32119834,Timing of dimerization of the bc(1) complex during mitochondrial respiratory chain assembly.,32119834,10.1016/j.bbabio.2020.148177,Melanie Ott,HPMI,pi_author_backlog,2020,metadata_ingested,1146,pending,pending
pmid-32113301,Hybrid aeroacoustic approach for the efficient numerical simulation of human phonation.,32113301,10.1121/10.0000785,Alan Hauser,SCRIPT,pi_author_backlog,2020,metadata_ingested,1312,pending,pending
pmid-32108038,FOS-ANKH and FOS-RUNX2 Fusion Genes in Osteoblastoma.,32108038,10.21873/cgp.20176,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,962,pending,pending
pmid-32107951,DSM-5 Latent Classes of Alcohol Users among Treatment Seeking Older Adults.,32107951,10.1080/10826084.2020.1731546,Kristian Andersen,CViSB,pi_author_backlog,2020,metadata_ingested,2008,pending,pending
